participant,group,item,type,clause,gap,condition,judgment,rt,proficiency
L2_02,L2_English,16,critical_wanna,2,2,d,1,7.422789097,26
L2_02,L2_English,16,filler_ellipsis,2,2,Gapping-A,0,4.799113035,26
L2_02,L2_English,16,filler_null,na,na,no_null,1,6.13581109,26
L2_02,L2_English,17,critical_wanna,1,1,a,1,1.356292963,26
L2_02,L2_English,17,filler_ellipsis,1,1,VPE-C,1,0.50404501,26
L2_02,L2_English,17,filler_null,na,na,null_subject,0,1.523388863,26
L2_02,L2_English,18,critical_wanna,1,2,b,1,1.172101974,26
L2_02,L2_English,18,filler_ellipsis,2,1,Gapping-C,1,1.440040112,26
L2_02,L2_English,18,filler_null,na,na,null_object,0,0.938506842,26
L2_02,L2_English,19,critical_wanna,2,1,c,1,5.735270977,26
L2_02,L2_English,19,filler_ellipsis,1,2,VPE-A,1,2.225454092,26
L2_02,L2_English,20,critical_wanna,2,2,d,1,0.470560074,26
L2_02,L2_English,20,filler_ellipsis,2,2,Gapping-A,0,0.067672014,26
L2_02,L2_English,21,filler_ellipsis,1,1,VPE-C,1,0.01718688,26
L2_02,L2_English,22,filler_ellipsis,2,1,Gapping-C,0,1.456535101,26
L2_02,L2_English,23,filler_ellipsis,1,2,VPE-A,1,5.183383942,26
L2_02,L2_English,24,filler_ellipsis,2,2,Gapping-A,0,3.276109934,26
L2_03,L2_English,1,critical_wanna,2,2,d,1,0.8550179,45
L2_03,L2_English,1,filler_ellipsis,2,2,Gapping-A,0,1.222493887,45
L2_03,L2_English,1,filler_null,na,na,null_object,0,0.619044065,45
L2_03,L2_English,1,filler_ungrammatical,na,na,na,9,1.52305913,45
L2_03,L2_English,2,critical_wanna,1,1,a,1,1.038553,45
L2_03,L2_English,2,filler_ellipsis,1,1,VPE-C,1,1.356307983,45
L2_03,L2_English,2,filler_null,na,na,no_null,1,1.43926692,45
L2_03,L2_English,2,filler_ungrammatical,na,na,na,1,2.19187212,45
L2_03,L2_English,3,critical_wanna,1,2,b,9,0.804883957,45
L2_03,L2_English,3,filler_ellipsis,2,1,Gapping-C,1,0.554414034,45
L2_03,L2_English,3,filler_null,na,na,null_subject,9,0.320120811,45
L2_03,L2_English,3,filler_ungrammatical,na,na,na,0,0.752641916,45
L2_03,L2_English,4,critical_wanna,2,1,c,9,5.467774153,45
L2_03,L2_English,4,filler_ellipsis,1,2,VPE-A,1,1.707195044,45
L2_03,L2_English,4,filler_null,na,na,null_object,9,0.654139996,45
L2_03,L2_English,4,filler_ungrammatical,na,na,na,1,0.470812082,45
L2_03,L2_English,5,critical_wanna,2,2,d,1,1.172788858,45
L2_03,L2_English,5,filler_ellipsis,2,2,Gapping-A,0,0.570770025,45
L2_03,L2_English,5,filler_null,na,na,no_null,1,0.453252077,45
L2_03,L2_English,5,filler_ungrammatical,na,na,na,1,0.821585178,45
L2_03,L2_English,6,critical_wanna,1,1,a,1,0.955477953,45
L2_03,L2_English,6,filler_ellipsis,1,1,VPE-C,1,2.859585047,45
L2_03,L2_English,6,filler_null,na,na,null_subject,1,6.520622969,45
L2_03,L2_English,6,filler_ungrammatical,na,na,na,1,0.353832006,45
L2_03,L2_English,7,critical_wanna,1,2,b,9,0.353347063,45
L2_03,L2_English,7,filler_ellipsis,2,1,Gapping-C,1,1.191488028,45
L2_03,L2_English,7,filler_null,na,na,null_object,0,0.587561131,45
L2_03,L2_English,8,critical_wanna,2,1,c,0,3.729601145,45
L2_03,L2_English,8,filler_ellipsis,1,2,VPE-A,1,1.005609989,45
L2_03,L2_English,8,filler_null,na,na,no_null,1,1.088958025,45
L2_03,L2_English,9,critical_wanna,2,2,d,1,0.420295,45
L2_03,L2_English,9,filler_ellipsis,2,2,Gapping-A,9,1.086750984,45
L2_03,L2_English,9,filler_null,na,na,null_subject,1,0.401699066,45
L2_03,L2_English,10,critical_wanna,1,1,a,1,1.256330967,45
L2_03,L2_English,10,filler_ellipsis,1,1,VPE-C,1,2.242101908,45
L2_03,L2_English,10,filler_null,na,na,null_object,9,0.403688908,45
L2_03,L2_English,11,critical_wanna,1,2,b,0,0.720947981,45
L2_03,L2_English,11,filler_ellipsis,2,1,Gapping-C,1,0.019535065,45
L2_03,L2_English,11,filler_null,na,na,no_null,1,0.587624073,45
L2_03,L2_English,12,critical_wanna,2,1,c,0,1.289134979,45
L2_03,L2_English,12,filler_ellipsis,1,2,VPE-A,1,0.520880938,45
L2_03,L2_English,12,filler_null,na,na,null_subject,1,0.437337875,45
L2_03,L2_English,13,critical_wanna,2,2,d,1,0.988770008,45
L2_03,L2_English,13,filler_ellipsis,2,2,Gapping-A,0,1.456524134,45
L2_03,L2_English,13,filler_null,na,na,null_object,1,0.689375877,45
L2_03,L2_English,14,critical_wanna,1,1,a,1,1.105885983,45
L2_03,L2_English,14,filler_ellipsis,1,1,VPE-C,1,4.297648907,45
L2_03,L2_English,14,filler_null,na,na,no_null,1,0.671319962,45
L2_03,L2_English,15,critical_wanna,1,2,b,1,28.79711199,45
L2_03,L2_English,15,filler_ellipsis,2,1,Gapping-C,0,6.386838198,45
L2_03,L2_English,15,filler_null,na,na,null_subject,1,1.807761908,45
L2_03,L2_English,16,critical_wanna,2,1,c,0,3.125769138,45
L2_03,L2_English,16,filler_ellipsis,1,2,VPE-A,1,0.971908092,45
L2_03,L2_English,16,filler_null,na,na,null_object,9,0.487431049,45
L2_03,L2_English,17,critical_wanna,2,2,d,1,0.669077873,45
L2_03,L2_English,17,filler_ellipsis,2,2,Gapping-A,1,2.659431934,45
L2_03,L2_English,17,filler_null,na,na,no_null,9,0.654488087,45
L2_03,L2_English,18,critical_wanna,1,1,a,1,2.076524019,45
L2_03,L2_English,18,filler_ellipsis,1,1,VPE-C,1,1.423470974,45
L2_03,L2_English,18,filler_null,na,na,null_subject,1,1.590301037,45
L2_03,L2_English,19,critical_wanna,1,2,b,1,5.76838398,45
L2_03,L2_English,19,filler_ellipsis,2,1,Gapping-C,1,1.139369011,45
L2_03,L2_English,20,critical_wanna,2,1,c,9,0.788125992,45
L2_03,L2_English,20,filler_ellipsis,1,2,VPE-A,1,0.269604921,45
L2_03,L2_English,21,filler_ellipsis,2,2,Gapping-A,0,20.60844111,45
L2_03,L2_English,22,filler_ellipsis,1,1,VPE-C,1,2.507309914,45
L2_03,L2_English,23,filler_ellipsis,2,1,Gapping-C,1,1.490059853,45
L2_03,L2_English,24,filler_ellipsis,1,2,VPE-A,1,0.453950882,45
L2_04,L2_English,1,critical_wanna,1,2,b,1,0.604964018,30
L2_04,L2_English,1,filler_ellipsis,2,1,Gapping-C,0,0.385128975,30
L2_04,L2_English,1,filler_null,na,na,null_subject,0,0.472334147,30
L2_04,L2_English,1,filler_ungrammatical,na,na,na,1,0.989952087,30
L2_04,L2_English,2,critical_wanna,2,1,c,1,1.056367874,30
L2_04,L2_English,2,filler_ellipsis,1,2,VPE-A,0,2.694470882,30
L2_04,L2_English,2,filler_null,na,na,null_object,1,0.404335022,30
L2_04,L2_English,2,filler_ungrammatical,na,na,na,0,0.485223055,30
L2_04,L2_English,3,critical_wanna,2,2,d,1,0.351402044,30
L2_04,L2_English,3,filler_ellipsis,2,2,Gapping-A,0,0.254547834,30
L2_04,L2_English,3,filler_null,na,na,no_null,0,5.067319155,30
L2_04,L2_English,3,filler_ungrammatical,na,na,na,0,1.023352861,30
L2_04,L2_English,4,critical_wanna,1,1,a,1,0.321321011,30
L2_04,L2_English,4,filler_ellipsis,1,1,VPE-C,1,0.62203908,30
L2_04,L2_English,4,filler_null,na,na,null_subject,0,0.36864996,30
L2_04,L2_English,4,filler_ungrammatical,na,na,na,1,2.310083151,30
L2_04,L2_English,5,critical_wanna,1,2,b,1,0.318012953,30
L2_04,L2_English,5,filler_ellipsis,2,1,Gapping-C,0,0.956217051,30
L2_04,L2_English,5,filler_null,na,na,null_object,0,0.35466218,30
L2_04,L2_English,5,filler_ungrammatical,na,na,na,1,1.357498169,30
L2_04,L2_English,6,critical_wanna,2,1,c,1,0.287980795,30
L2_04,L2_English,6,filler_ellipsis,1,2,VPE-A,1,0.605098963,30
L2_04,L2_English,6,filler_null,na,na,no_null,1,0.789213896,30
L2_04,L2_English,6,filler_ungrammatical,na,na,na,1,1.441007853,30
L2_04,L2_English,7,critical_wanna,2,2,d,1,0.786297083,30
L2_04,L2_English,7,filler_ellipsis,2,2,Gapping-A,0,0.806087971,30
L2_04,L2_English,7,filler_null,na,na,null_subject,1,1.156424046,30
L2_04,L2_English,8,critical_wanna,1,1,a,1,0.438337088,30
L2_04,L2_English,8,filler_ellipsis,1,1,VPE-C,0,0.621680975,30
L2_04,L2_English,8,filler_null,na,na,null_object,0,0.20104003,30
L2_04,L2_English,9,critical_wanna,1,2,b,0,0.421838999,30
L2_04,L2_English,9,filler_ellipsis,2,1,Gapping-C,1,0.655188084,30
L2_04,L2_English,9,filler_null,na,na,no_null,1,0.220527887,30
L2_04,L2_English,10,critical_wanna,2,1,c,0,0.355024099,30
L2_04,L2_English,10,filler_ellipsis,1,2,VPE-A,0,0.32161212,30
L2_04,L2_English,10,filler_null,na,na,null_subject,1,2.176702023,30
L2_04,L2_English,11,critical_wanna,2,2,d,1,0.321279049,30
L2_04,L2_English,11,filler_ellipsis,2,2,Gapping-A,0,1.223760128,30
L2_04,L2_English,11,filler_null,na,na,null_object,0,0.772169113,30
L2_04,L2_English,12,critical_wanna,1,1,a,1,0.705404043,30
L2_04,L2_English,12,filler_ellipsis,1,1,VPE-C,1,0.454766035,30
L2_04,L2_English,12,filler_null,na,na,no_null,0,0.689131022,30
L2_04,L2_English,13,critical_wanna,1,2,b,0,1.103535891,30
L2_04,L2_English,13,filler_ellipsis,2,1,Gapping-C,1,0.121054888,30
L2_04,L2_English,13,filler_null,na,na,null_subject,0,0.320852041,30
L2_04,L2_English,14,critical_wanna,2,1,c,1,0.421382189,30
L2_04,L2_English,14,filler_ellipsis,1,2,VPE-A,1,0.43760705,30
L2_04,L2_English,14,filler_null,na,na,null_object,0,1.090126038,30
L2_04,L2_English,15,critical_wanna,2,2,d,0,1.838707924,30
L2_04,L2_English,15,filler_ellipsis,2,2,Gapping-A,0,0.454685926,30
L2_04,L2_English,15,filler_null,na,na,no_null,0,0.485159159,30
L2_04,L2_English,16,critical_wanna,1,1,a,1,0.773142099,30
L2_04,L2_English,16,filler_ellipsis,1,1,VPE-C,0,1.524032831,30
L2_04,L2_English,16,filler_null,na,na,null_subject,1,0.422436953,30
L2_04,L2_English,17,critical_wanna,1,2,b,1,0.702495098,30
L2_04,L2_English,17,filler_ellipsis,2,1,Gapping-C,0,0.536582947,30
L2_04,L2_English,17,filler_null,na,na,null_object,1,0.685709,30
L2_04,L2_English,18,critical_wanna,2,1,c,0,0.454952002,30
L2_04,L2_English,18,filler_ellipsis,1,2,VPE-A,0,0.906471014,30
L2_04,L2_English,18,filler_null,na,na,no_null,1,0.688472033,30
L2_04,L2_English,19,critical_wanna,2,2,d,1,0.455159903,30
L2_04,L2_English,19,filler_ellipsis,2,2,Gapping-A,0,0.071027994,30
L2_04,L2_English,20,critical_wanna,1,1,a,1,1.290897131,30
L2_04,L2_English,20,filler_ellipsis,1,1,VPE-C,1,0.588850021,30
L2_04,L2_English,21,filler_ellipsis,2,1,Gapping-C,0,0.505222797,30
L2_04,L2_English,22,filler_ellipsis,1,2,VPE-A,1,0.451766968,30
L2_04,L2_English,23,filler_ellipsis,2,2,Gapping-A,0,0.521482944,30
L2_04,L2_English,24,filler_ellipsis,1,1,VPE-C,1,0.940355062,30
L2_05,L2_English,1,critical_wanna,1,2,b,0,0.605000019,47
L2_05,L2_English,1,filler_ellipsis,2,1,Gapping-C,0,0.471232891,47
L2_05,L2_English,1,filler_null,na,na,null_subject,1,3.075872898,47
L2_05,L2_English,1,filler_ungrammatical,na,na,na,0,0.555474043,47
L2_05,L2_English,2,critical_wanna,2,1,c,0,5.702551842,47
L2_05,L2_English,2,filler_ellipsis,1,2,VPE-A,1,0.95333004,47
L2_05,L2_English,2,filler_null,na,na,null_object,0,1.03685379,47
L2_05,L2_English,2,filler_ungrammatical,na,na,na,0,1.621592045,47
L2_05,L2_English,3,critical_wanna,2,2,d,1,1.421102047,47
L2_05,L2_English,3,filler_ellipsis,2,2,Gapping-A,0,0.605298042,47
L2_05,L2_English,3,filler_null,na,na,no_null,1,3.429459095,47
L2_05,L2_English,3,filler_ungrammatical,na,na,na,0,0.505331039,47
L2_05,L2_English,4,critical_wanna,1,1,a,1,0.504691839,47
L2_05,L2_English,4,filler_ellipsis,1,1,VPE-C,1,0.638973951,47
L2_05,L2_English,4,filler_null,na,na,null_subject,1,1.273324966,47
L2_05,L2_English,4,filler_ungrammatical,na,na,na,1,0.739140987,47
L2_05,L2_English,5,critical_wanna,1,2,b,0,0.62174511,47
L2_05,L2_English,5,filler_ellipsis,2,1,Gapping-C,0,0.521809816,47
L2_05,L2_English,5,filler_null,na,na,null_object,1,0.287976027,47
L2_05,L2_English,5,filler_ungrammatical,na,na,na,1,1.337563038,47
L2_05,L2_English,6,critical_wanna,2,1,c,0,1.457549095,47
L2_05,L2_English,6,filler_ellipsis,1,2,VPE-A,1,0.455358982,47
L2_05,L2_English,6,filler_null,na,na,no_null,1,1.925502062,47
L2_05,L2_English,6,filler_ungrammatical,na,na,na,1,1.83887291,47
L2_05,L2_English,7,critical_wanna,2,2,d,1,1.791652918,47
L2_05,L2_English,7,filler_ellipsis,2,2,Gapping-A,0,0.655058146,47
L2_05,L2_English,7,filler_null,na,na,null_subject,0,0.305239916,47
L2_05,L2_English,8,critical_wanna,1,1,a,1,1.658508062,47
L2_05,L2_English,8,filler_ellipsis,1,1,VPE-C,1,1.189950943,47
L2_05,L2_English,8,filler_null,na,na,null_object,1,1.273345947,47
L2_05,L2_English,9,critical_wanna,1,2,b,0,0.518549919,47
L2_05,L2_English,9,filler_ellipsis,2,1,Gapping-C,0,0.872756004,47
L2_05,L2_English,9,filler_null,na,na,no_null,1,0.571406126,47
L2_05,L2_English,10,critical_wanna,2,1,c,0,1.72419095,47
L2_05,L2_English,10,filler_ellipsis,1,2,VPE-A,1,0.588706017,47
L2_05,L2_English,10,filler_null,na,na,null_subject,0,1.507239103,47
L2_05,L2_English,11,critical_wanna,2,2,d,1,3.495827913,47
L2_05,L2_English,11,filler_ellipsis,2,2,Gapping-A,0,0.271264076,47
L2_05,L2_English,11,filler_null,na,na,null_object,0,2.409854889,47
L2_05,L2_English,12,critical_wanna,1,1,a,1,2.463270187,47
L2_05,L2_English,12,filler_ellipsis,1,1,VPE-C,1,0.555346966,47
L2_05,L2_English,12,filler_null,na,na,no_null,1,0.48842907,47
L2_05,L2_English,13,critical_wanna,1,2,b,0,0.75265789,47
L2_05,L2_English,13,filler_ellipsis,2,1,Gapping-C,0,0.354701042,47
L2_05,L2_English,13,filler_null,na,na,null_subject,0,0.90655303,47
L2_05,L2_English,14,critical_wanna,2,1,c,0,0.455216169,47
L2_05,L2_English,14,filler_ellipsis,1,2,VPE-A,0,1.223945856,47
L2_05,L2_English,14,filler_null,na,na,null_object,1,0.354654074,47
L2_05,L2_English,15,critical_wanna,2,2,d,1,0.672571898,47
L2_05,L2_English,15,filler_ellipsis,2,2,Gapping-A,0,0.504454851,47
L2_05,L2_English,15,filler_null,na,na,no_null,1,0.739838839,47
L2_05,L2_English,16,critical_wanna,1,1,a,1,3.860901833,47
L2_05,L2_English,16,filler_ellipsis,1,1,VPE-C,1,2.176619053,47
L2_05,L2_English,16,filler_null,na,na,null_subject,0,1.273865938,47
L2_05,L2_English,17,critical_wanna,1,2,b,0,0.502475023,47
L2_05,L2_English,17,filler_ellipsis,2,1,Gapping-C,0,0.635614872,47
L2_05,L2_English,17,filler_null,na,na,null_object,1,0.65615201,47
L2_05,L2_English,18,critical_wanna,2,1,c,0,0.654742956,47
L2_05,L2_English,18,filler_ellipsis,1,2,VPE-A,1,0.939723015,47
L2_05,L2_English,18,filler_null,na,na,no_null,1,0.470865011,47
L2_05,L2_English,19,critical_wanna,2,2,d,1,4.28213191,47
L2_05,L2_English,19,filler_ellipsis,2,2,Gapping-A,0,0.338106871,47
L2_05,L2_English,20,critical_wanna,1,1,a,1,0.471677065,47
L2_05,L2_English,20,filler_ellipsis,1,1,VPE-C,1,6.170233965,47
L2_05,L2_English,21,filler_ellipsis,2,1,Gapping-C,0,2.861696005,47
L2_05,L2_English,22,filler_ellipsis,1,2,VPE-A,0,2.206393003,47
L2_05,L2_English,23,filler_ellipsis,2,2,Gapping-A,0,3.463195086,47
L2_05,L2_English,24,filler_ellipsis,1,1,VPE-C,1,0.418447971,47
L2_06,L2_English,1,critical_wanna,2,1,c,0,0.555871964,44
L2_06,L2_English,1,filler_ellipsis,1,2,VPE-A,0,0.271273851,44
L2_06,L2_English,1,filler_null,na,na,null_object,0,1.638087988,44
L2_06,L2_English,1,filler_ungrammatical,na,na,na,0,2.74138689,44
L2_06,L2_English,2,critical_wanna,2,2,d,1,0.55527997,44
L2_06,L2_English,2,filler_ellipsis,2,2,Gapping-A,0,0.371637106,44
L2_06,L2_English,2,filler_null,na,na,no_null,0,6.45097208,44
L2_06,L2_English,2,filler_ungrammatical,na,na,na,0,3.412695885,44
L2_06,L2_English,3,critical_wanna,1,1,a,1,0.973214865,44
L2_06,L2_English,3,filler_ellipsis,1,1,VPE-C,1,5.718986988,44
L2_06,L2_English,3,filler_null,na,na,null_subject,0,2.527693987,44
L2_06,L2_English,3,filler_ungrammatical,na,na,na,0,1.374403954,44
L2_06,L2_English,4,critical_wanna,1,2,b,0,0.669064999,44
L2_06,L2_English,4,filler_ellipsis,2,1,Gapping-C,0,2.861847162,44
L2_06,L2_English,4,filler_null,na,na,null_object,0,2.945946932,44
L2_06,L2_English,4,filler_ungrammatical,na,na,na,1,5.401658058,44
L2_06,L2_English,5,critical_wanna,2,1,c,0,3.881493807,44
L2_06,L2_English,5,filler_ellipsis,1,2,VPE-A,0,1.224246025,44
L2_06,L2_English,5,filler_null,na,na,no_null,1,2.139626026,44
L2_06,L2_English,5,filler_ungrammatical,na,na,na,0,1.224285841,44
L2_06,L2_English,6,critical_wanna,2,2,d,1,0.304769039,44
L2_06,L2_English,6,filler_ellipsis,2,2,Gapping-A,0,0.635426044,44
L2_06,L2_English,6,filler_null,na,na,null_subject,0,0.071136951,44
L2_06,L2_English,6,filler_ungrammatical,na,na,na,1,2.495228052,44
L2_06,L2_English,7,critical_wanna,1,1,a,1,0.37163496,44
L2_06,L2_English,7,filler_ellipsis,1,1,VPE-C,0,1.925819159,44
L2_06,L2_English,7,filler_null,na,na,null_object,1,2.97841382,44
L2_06,L2_English,8,critical_wanna,1,2,b,0,0.067476034,44
L2_06,L2_English,8,filler_ellipsis,2,1,Gapping-C,0,1.073535919,44
L2_06,L2_English,8,filler_null,na,na,no_null,0,0.889906883,44
L2_06,L2_English,9,critical_wanna,2,1,c,0,9.526404142,44
L2_06,L2_English,9,filler_ellipsis,1,2,VPE-A,0,1.257220984,44
L2_06,L2_English,9,filler_null,na,na,null_subject,0,0.489068985,44
L2_06,L2_English,10,critical_wanna,2,2,d,1,0.889750004,44
L2_06,L2_English,10,filler_ellipsis,2,2,Gapping-A,0,0.471497059,44
L2_06,L2_English,10,filler_null,na,na,null_object,0,0.371598959,44
L2_06,L2_English,11,critical_wanna,1,1,a,0,2.444125175,44
L2_06,L2_English,11,filler_ellipsis,1,1,VPE-C,0,2.226274014,44
L2_06,L2_English,11,filler_null,na,na,no_null,0,0.7226789,44
L2_06,L2_English,12,critical_wanna,1,2,b,0,0.171025038,44
L2_06,L2_English,12,filler_ellipsis,2,1,Gapping-C,0,0.271219015,44
L2_06,L2_English,12,filler_null,na,na,null_subject,0,1.755664825,44
L2_06,L2_English,13,critical_wanna,2,1,c,0,0.803053141,44
L2_06,L2_English,13,filler_ellipsis,1,2,VPE-A,0,3.309595823,44
L2_06,L2_English,13,filler_null,na,na,null_object,0,2.377290964,44
L2_06,L2_English,14,critical_wanna,2,2,d,0,3.480206966,44
L2_06,L2_English,14,filler_ellipsis,2,2,Gapping-A,0,0.588927031,44
L2_06,L2_English,14,filler_null,na,na,no_null,0,0.538688898,44
L2_06,L2_English,15,critical_wanna,1,1,a,0,0.420530081,44
L2_06,L2_English,15,filler_ellipsis,1,1,VPE-C,0,1.858604193,44
L2_06,L2_English,15,filler_null,na,na,null_subject,0,0.605671883,44
L2_06,L2_English,16,critical_wanna,1,2,b,0,3.546148062,44
L2_06,L2_English,16,filler_ellipsis,2,1,Gapping-C,0,1.688304901,44
L2_06,L2_English,16,filler_null,na,na,null_object,0,1.274893999,44
L2_06,L2_English,17,critical_wanna,2,1,c,0,0.654907942,44
L2_06,L2_English,17,filler_ellipsis,1,2,VPE-A,0,0.318460941,44
L2_06,L2_English,17,filler_null,na,na,no_null,0,1.491597891,44
L2_06,L2_English,18,critical_wanna,2,2,d,0,0.538735151,44
L2_06,L2_English,18,filler_ellipsis,2,2,Gapping-A,0,1.591140985,44
L2_06,L2_English,18,filler_null,na,na,null_subject,0,0.538774967,44
L2_06,L2_English,19,critical_wanna,1,1,a,1,1.641658068,44
L2_06,L2_English,19,filler_ellipsis,1,1,VPE-C,0,0.789556026,44
L2_06,L2_English,20,critical_wanna,1,2,b,0,2.510337114,44
L2_06,L2_English,20,filler_ellipsis,2,1,Gapping-C,0,0.455193043,44
L2_06,L2_English,21,filler_ellipsis,1,2,VPE-A,0,0.418448925,44
L2_06,L2_English,22,filler_ellipsis,2,2,Gapping-A,0,0.906634808,44
L2_06,L2_English,23,filler_ellipsis,1,1,VPE-C,1,3.696998835,44
L2_06,L2_English,24,filler_ellipsis,2,1,Gapping-C,0,6.337044001,44
L2_07,L2_English,1,critical_wanna,2,1,c,0,0.785946846,42
L2_07,L2_English,1,filler_ellipsis,1,2,VPE-A,1,0.702486038,42
L2_07,L2_English,1,filler_null,na,na,null_object,0,0.471613884,42
L2_07,L2_English,1,filler_ungrammatical,na,na,na,0,0.8872931,42
L2_07,L2_English,2,critical_wanna,2,2,d,1,0.371505022,42
L2_07,L2_English,2,filler_ellipsis,2,2,Gapping-A,0,0.806122065,42
L2_07,L2_English,2,filler_null,na,na,no_null,1,0.304286957,42
L2_07,L2_English,2,filler_ungrammatical,na,na,na,0,0.555544853,42
L2_07,L2_English,3,critical_wanna,1,1,a,1,1.287211895,42
L2_07,L2_English,3,filler_ellipsis,1,1,VPE-C,1,0.705448866,42
L2_07,L2_English,3,filler_null,na,na,null_subject,0,0.388452053,42
L2_07,L2_English,3,filler_ungrammatical,na,na,na,0,0.337769032,42
L2_07,L2_English,4,critical_wanna,1,2,b,0,0.387955904,42
L2_07,L2_English,4,filler_ellipsis,2,1,Gapping-C,0,1.488242149,42
L2_07,L2_English,4,filler_null,na,na,null_object,0,0.068887949,42
L2_07,L2_English,4,filler_ungrammatical,na,na,na,1,0.471828938,42
L2_07,L2_English,5,critical_wanna,2,1,c,0,1.959148884,42
L2_07,L2_English,5,filler_ellipsis,1,2,VPE-A,1,0.488035917,42
L2_07,L2_English,5,filler_null,na,na,no_null,1,0.220778942,42
L2_07,L2_English,5,filler_ungrammatical,na,na,na,0,0.738984823,42
L2_07,L2_English,6,critical_wanna,2,2,d,1,0.672521114,42
L2_07,L2_English,6,filler_ellipsis,2,2,Gapping-A,0,0.622379065,42
L2_07,L2_English,6,filler_null,na,na,null_subject,0,0.504190207,42
L2_07,L2_English,6,filler_ungrammatical,na,na,na,1,0.471566916,42
L2_07,L2_English,7,critical_wanna,1,1,a,1,1.774900913,42
L2_07,L2_English,7,filler_ellipsis,1,1,VPE-C,1,0.738291025,42
L2_07,L2_English,7,filler_null,na,na,null_object,0,3.313039064,42
L2_07,L2_English,8,critical_wanna,1,2,b,0,0.454663038,42
L2_07,L2_English,8,filler_ellipsis,2,1,Gapping-C,0,0.188441038,42
L2_07,L2_English,8,filler_null,na,na,no_null,1,0.354892015,42
L2_07,L2_English,9,critical_wanna,2,1,c,0,0.454902887,42
L2_07,L2_English,9,filler_ellipsis,1,2,VPE-A,1,0.50443387,42
L2_07,L2_English,9,filler_null,na,na,null_subject,0,0.822489023,42
L2_07,L2_English,10,critical_wanna,2,2,d,1,0.321644068,42
L2_07,L2_English,10,filler_ellipsis,2,2,Gapping-A,0,0.32150197,42
L2_07,L2_English,10,filler_null,na,na,null_object,1,0.956086874,42
L2_07,L2_English,11,critical_wanna,1,1,a,1,0.385100842,42
L2_07,L2_English,11,filler_ellipsis,1,1,VPE-C,1,0.437830925,42
L2_07,L2_English,11,filler_null,na,na,no_null,1,0.385002136,42
L2_07,L2_English,12,critical_wanna,1,2,b,0,0.185077906,42
L2_07,L2_English,12,filler_ellipsis,2,1,Gapping-C,0,1.390547991,42
L2_07,L2_English,12,filler_null,na,na,null_subject,1,3.378852129,42
L2_07,L2_English,13,critical_wanna,2,1,c,0,2.707990885,42
L2_07,L2_English,13,filler_ellipsis,1,2,VPE-A,1,1.84194684,42
L2_07,L2_English,13,filler_null,na,na,null_object,0,0.655797005,42
L2_07,L2_English,14,critical_wanna,2,2,d,1,0.337985992,42
L2_07,L2_English,14,filler_ellipsis,2,2,Gapping-A,0,0.371563911,42
L2_07,L2_English,14,filler_null,na,na,no_null,1,0.672523975,42
L2_07,L2_English,15,critical_wanna,1,1,a,1,1.106615067,42
L2_07,L2_English,15,filler_ellipsis,1,1,VPE-C,1,0.420935869,42
L2_07,L2_English,15,filler_null,na,na,null_subject,0,0.287819147,42
L2_07,L2_English,16,critical_wanna,1,2,b,0,0.220894098,42
L2_07,L2_English,16,filler_ellipsis,2,1,Gapping-C,0,0.405104876,42
L2_07,L2_English,16,filler_null,na,na,null_object,0,0.555408001,42
L2_07,L2_English,17,critical_wanna,2,1,c,0,1.608497858,42
L2_07,L2_English,17,filler_ellipsis,1,2,VPE-A,1,0.053477049,42
L2_07,L2_English,17,filler_null,na,na,no_null,1,0.588280916,42
L2_07,L2_English,18,critical_wanna,2,2,d,1,0.388376951,42
L2_07,L2_English,18,filler_ellipsis,2,2,Gapping-A,0,0.639105082,42
L2_07,L2_English,18,filler_null,na,na,null_subject,0,0.451626778,42
L2_07,L2_English,19,critical_wanna,1,1,a,1,0.455215931,42
L2_07,L2_English,19,filler_ellipsis,1,1,VPE-C,1,0.087057114,42
L2_07,L2_English,20,critical_wanna,1,2,b,0,2.778110981,42
L2_07,L2_English,20,filler_ellipsis,2,1,Gapping-C,1,0.605087996,42
L2_07,L2_English,21,filler_ellipsis,1,2,VPE-A,1,0.321449995,42
L2_07,L2_English,22,filler_ellipsis,2,2,Gapping-A,0,1.406001091,42
L2_07,L2_English,23,filler_ellipsis,1,1,VPE-C,1,0.588515043,42
L2_07,L2_English,24,filler_ellipsis,2,1,Gapping-C,1,2.075178146,42
L2_08,L2_English,1,critical_wanna,1,1,a,1,0.404412985,NA
L2_08,L2_English,1,filler_ellipsis,1,1,VPE-C,1,0.505230188,NA
L2_08,L2_English,1,filler_null,na,na,no_null,1,0.321308851,NA
L2_08,L2_English,1,filler_ungrammatical,na,na,na,1,3.860908985,NA
L2_08,L2_English,2,critical_wanna,1,2,b,0,0.405036926,NA
L2_08,L2_English,2,filler_ellipsis,2,1,Gapping-C,1,0.521823883,NA
L2_08,L2_English,2,filler_null,na,na,null_subject,1,0.43850112,NA
L2_08,L2_English,2,filler_ungrammatical,na,na,na,0,0.60551095,NA
L2_08,L2_English,3,critical_wanna,2,1,c,0,0.989934921,NA
L2_08,L2_English,3,filler_ellipsis,1,2,VPE-A,1,0.384915829,NA
L2_08,L2_English,3,filler_null,na,na,null_object,1,0.571897984,NA
L2_08,L2_English,3,filler_ungrammatical,na,na,na,1,0.238007069,NA
L2_08,L2_English,4,critical_wanna,2,2,d,1,0.338109016,NA
